,Age,Gender,Education Level,Job Title,Years of Experience,Salary
3422,23,2.0,2.0,Junior Web Developer,1.0,40000
3423,39,1.0,3.0,Senior HR Generalist,10.0,105000
3424,31,1.0,1.0,Junior HR Generalist,2.0,35000
3425,44,2.0,4.0,Senior Human Resources Manager,12.0,120000
3426,28,1.0,3.0,Web Developer,3.0,55000
3427,32,2.0,2.0,Junior Web Developer,2.0,45000
3428,45,1.0,3.0,Director of HR,14.0,140000
3429,26,2.0,2.0,Web Developer,3.0,55000
3430,38,1.0,4.0,Senior Human Resources Manager,11.0,115000
3431,27,2.0,3.0,Senior HR Generalist,4.0,70000
3432,33,1.0,1.0,Junior HR Coordinator,3.0,38000
3433,42,2.0,3.0,Director of HR,13.0,135000
3434,29,1.0,2.0,Junior Web Developer,2.0,45000
3435,36,2.0,3.0,Web Developer,7.0,85000
3436,30,1.0,1.0,Junior HR Generalist,1.0,32000
3437,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3438,34,1.0,2.0,Web Developer,4.0,65000
3439,25,2.0,3.0,Junior HR Generalist,1.0,32000
3440,37,1.0,4.0,Director of HR,12.0,120000
3441,24,2.0,2.0,Junior Web Developer,1.0,40000
3442,39,1.0,3.0,Senior HR Generalist,9.0,95000
3443,31,1.0,1.0,Junior HR Generalist,2.0,35000
3444,44,2.0,4.0,Director of HR,14.0,140000
3445,28,1.0,2.0,Web Developer,3.0,55000
3446,32,2.0,3.0,Senior Human Resources Manager,6.0,80000
3447,45,1.0,4.0,Director of HR,13.0,135000
3448,26,2.0,2.0,Junior Web Developer,2.0,45000
3449,38,1.0,3.0,Senior HR Generalist,8.0,95000
3450,27,2.0,1.0,Junior HR Generalist,1.0,32000
3451,33,1.0,2.0,Web Developer,5.0,70000
3452,42,2.0,3.0,Director of HR,12.0,120000
3453,29,1.0,3.0,Senior Human Resources Manager,4.0,70000
3454,36,2.0,3.0,Web Developer,7.0,85000
3455,30,1.0,1.0,Junior HR Coordinator,2.0,33000
3456,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3457,34,1.0,2.0,Junior Web Developer,3.0,50000
3458,25,2.0,3.0,Junior HR Generalist,1.0,32000
3459,37,1.0,4.0,Director of HR,11.0,115000
3460,24,2.0,2.0,Web Developer,1.0,40000
3461,39,1.0,3.0,Senior HR Generalist,10.0,105000
3462,31,1.0,1.0,Junior HR Generalist,2.0,35000
3463,44,2.0,4.0,Director of HR,13.0,135000
3464,28,1.0,2.0,Web Developer,4.0,65000
3465,32,2.0,3.0,Senior Human Resources Manager,6.0,80000
3466,45,1.0,4.0,Director of HR,14.0,140000
3467,26,2.0,2.0,Junior Web Developer,2.0,45000
3468,38,1.0,3.0,Senior HR Generalist,8.0,95000
3469,27,2.0,1.0,Junior HR Generalist,1.0,32000
3470,33,1.0,2.0,Web Developer,5.0,70000
3471,42,2.0,3.0,Director of HR,12.0,120000
3472,29,1.0,3.0,Senior Human Resources Manager,4.0,70000
3473,36,2.0,3.0,Web Developer,7.0,85000
3474,30,1.0,1.0,Junior HR Coordinator,2.0,33000
3475,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3476,34,1.0,2.0,Junior Web Developer,3.0,50000
3477,25,2.0,3.0,Junior HR Generalist,1.0,32000
3478,37,1.0,4.0,Director of HR,11.0,115000
3479,24,2.0,2.0,Web Developer,1.0,40000
3480,39,1.0,3.0,Senior HR Generalist,10.0,105000
3481,31,1.0,1.0,Junior HR Generalist,2.0,35000
3482,44,2.0,4.0,Director of HR,13.0,135000
3483,28,1.0,2.0,Web Developer,4.0,65000
3484,32,2.0,3.0,Senior Human Resources Manager,6.0,80000
3485,45,1.0,4.0,Director of HR,14.0,140000
3486,26,2.0,2.0,Junior Web Developer,2.0,45000
3487,38,1.0,3.0,Senior HR Generalist,8.0,95000
3488,27,2.0,1.0,Junior HR Generalist,1.0,32000
3489,33,1.0,2.0,Web Developer,5.0,70000
3490,42,2.0,3.0,Director of HR,12.0,120000
3491,29,1.0,3.0,Senior Human Resources Manager,4.0,70000
3492,36,2.0,3.0,Web Developer,7.0,85000
3493,30,1.0,1.0,Junior HR Coordinator,2.0,33000
3494,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3495,34,1.0,2.0,Junior Web Developer,3.0,50000
3496,25,2.0,3.0,Junior HR Generalist,1.0,32000
3497,37,1.0,4.0,Director of HR,11.0,115000
3498,24,2.0,2.0,Web Developer,1.0,40000
3499,39,1.0,3.0,Senior HR Generalist,10.0,105000
3500,31,1.0,1.0,Junior HR Generalist,2.0,35000
3501,44,2.0,4.0,Director of HR,13.0,135000
3502,28,1.0,2.0,Web Developer,4.0,65000
3503,32,2.0,3.0,Senior Human Resources Manager,6.0,80000
3504,45,1.0,4.0,Director of HR,14.0,140000
3505,26,2.0,2.0,Junior Web Developer,2.0,45000
3506,38,1.0,3.0,Senior HR Generalist,8.0,95000
3507,27,2.0,1.0,Junior HR Generalist,1.0,32000
3508,33,1.0,2.0,Web Developer,5.0,70000
3509,42,2.0,3.0,Director of HR,12.0,120000
3510,29,1.0,3.0,Senior Human Resources Manager,4.0,70000
3511,36,2.0,3.0,Web Developer,7.0,85000
3512,30,1.0,1.0,Junior HR Coordinator,2.0,33000
3513,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3514,34,1.0,2.0,Junior Web Developer,3.0,50000
3515,25,2.0,3.0,Junior HR Generalist,1.0,32000
3516,37,1.0,4.0,Director of HR,11.0,115000
3517,32,1.0,2.0,Junior Web Developer,2.0,45000
3518,24,2.0,1.0,Junior HR Generalist,1.0,32000
3519,45,1.0,4.0,Senior Human Resources Manager,12.0,120000
3520,29,2.0,3.0,Web Developer,4.0,65000
3521,38,1.0,2.0,Senior HR Generalist,8.0,95000
3522,27,2.0,3.0,Director of HR,5.0,80000
3523,31,2.0,1.0,Junior HR Coordinator,3.0,38000
3524,42,1.0,3.0,Web Developer,10.0,110000
3525,26,2.0,2.0,Junior Web Developer,2.0,45000
3526,36,1.0,3.0,Senior HR Generalist,7.0,89000
3527,28,1.0,1.0,Junior HR Generalist,1.0,32000
3528,33,2.0,2.0,Web Developer,5.0,70000
3529,46,1.0,4.0,Director of HR,15.0,150000
3530,25,2.0,2.0,Junior Web Developer,1.0,40000
3531,37,2.0,3.0,Senior Human Resources Manager,9.0,105000
3532,30,1.0,3.0,Web Developer,4.0,65000
3533,43,2.0,4.0,Director of HR,14.0,140000
3534,34,1.0,2.0,Junior Web Developer,3.0,50000
3535,26,2.0,1.0,Junior HR Generalist,2.0,35000
3536,41,1.0,3.0,Senior HR Generalist,11.0,115000
3537,29,2.0,3.0,Web Developer,5.0,70000
3538,35,1.0,2.0,Web Developer,6.0,80000
3539,27,2.0,1.0,Junior HR Coordinator,1.0,30000
3540,40,1.0,4.0,Director of HR,13.0,135000
3541,23,2.0,2.0,Junior Web Developer,1.0,40000
3542,39,1.0,3.0,Senior HR Generalist,10.0,105000
3543,31,1.0,1.0,Junior HR Generalist,2.0,35000
3544,44,2.0,4.0,Senior Human Resources Manager,12.0,120000
3545,28,1.0,3.0,Web Developer,3.0,55000
3546,32,2.0,2.0,Junior Web Developer,2.0,45000
3547,45,1.0,3.0,Director of HR,14.0,140000
3548,26,2.0,2.0,Web Developer,3.0,55000
3549,38,1.0,4.0,Senior Human Resources Manager,11.0,115000
3550,27,2.0,3.0,Senior HR Generalist,4.0,70000
3551,33,1.0,1.0,Junior HR Coordinator,3.0,38000
3552,42,2.0,3.0,Director of HR,13.0,135000
3553,29,1.0,2.0,Junior Web Developer,2.0,45000
3554,36,2.0,3.0,Web Developer,7.0,85000
3555,30,1.0,1.0,Junior HR Generalist,1.0,32000
3556,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3557,34,1.0,2.0,Web Developer,4.0,65000
3558,25,2.0,3.0,Junior HR Generalist,1.0,32000
3559,37,1.0,4.0,Director of HR,12.0,120000
3560,24,2.0,2.0,Junior Web Developer,1.0,40000
3561,39,1.0,3.0,Senior HR Generalist,9.0,95000
3562,31,1.0,1.0,Junior HR Generalist,2.0,35000
3563,44,2.0,4.0,Director of HR,14.0,140000
3564,28,1.0,2.0,Web Developer,3.0,55000
3565,32,2.0,3.0,Senior Human Resources Manager,6.0,80000
3566,45,1.0,4.0,Director of HR,13.0,135000
3567,26,2.0,2.0,Junior Web Developer,2.0,45000
3568,38,1.0,3.0,Senior HR Generalist,8.0,95000
3569,27,2.0,1.0,Junior HR Generalist,1.0,32000
3570,33,1.0,2.0,Web Developer,5.0,70000
3571,42,2.0,3.0,Director of HR,12.0,120000
3572,29,1.0,3.0,Senior Human Resources Manager,4.0,70000
3573,36,2.0,3.0,Web Developer,7.0,85000
3574,30,1.0,1.0,Junior HR Coordinator,2.0,33000
3575,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3576,34,1.0,2.0,Junior Web Developer,3.0,50000
3577,25,2.0,3.0,Junior HR Generalist,1.0,32000
3578,37,1.0,4.0,Director of HR,11.0,115000
3579,24,2.0,2.0,Web Developer,1.0,40000
3580,39,1.0,3.0,Senior HR Generalist,10.0,105000
3581,31,1.0,1.0,Junior HR Generalist,2.0,35000
3582,44,2.0,4.0,Director of HR,13.0,135000
3583,28,1.0,2.0,Web Developer,4.0,65000
3584,32,2.0,3.0,Senior Human Resources Manager,6.0,80000
3585,45,1.0,4.0,Director of HR,14.0,140000
3586,26,2.0,2.0,Junior Web Developer,2.0,45000
3587,38,1.0,3.0,Senior HR Generalist,8.0,95000
3588,27,2.0,1.0,Junior HR Generalist,1.0,32000
3589,33,1.0,2.0,Web Developer,5.0,70000
3590,42,2.0,3.0,Director of HR,12.0,120000
3591,29,1.0,3.0,Senior Human Resources Manager,4.0,70000
3592,36,2.0,3.0,Web Developer,7.0,85000
3593,30,1.0,1.0,Junior HR Coordinator,2.0,33000
3594,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3595,34,1.0,2.0,Junior Web Developer,3.0,50000
3596,25,2.0,3.0,Junior HR Generalist,1.0,32000
3597,37,1.0,4.0,Director of HR,11.0,115000
3598,24,2.0,2.0,Web Developer,1.0,40000
3599,39,1.0,3.0,Senior HR Generalist,10.0,105000
3600,31,1.0,1.0,Junior HR Generalist,2.0,35000
3601,44,2.0,4.0,Director of HR,13.0,135000
3602,28,1.0,2.0,Web Developer,4.0,65000
3603,32,2.0,3.0,Senior Human Resources Manager,6.0,80000
3604,45,1.0,4.0,Director of HR,14.0,140000
3605,26,2.0,2.0,Junior Web Developer,2.0,45000
3606,38,1.0,3.0,Senior HR Generalist,8.0,95000
3607,27,2.0,1.0,Junior HR Generalist,1.0,32000
3608,33,1.0,2.0,Web Developer,5.0,70000
3609,42,2.0,3.0,Director of HR,12.0,120000
3610,29,1.0,3.0,Senior Human Resources Manager,4.0,70000
3611,36,2.0,3.0,Web Developer,7.0,85000
3612,30,1.0,1.0,Junior HR Coordinator,2.0,33000
3613,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3614,34,1.0,2.0,Junior Web Developer,3.0,50000
3615,25,2.0,3.0,Junior HR Generalist,1.0,32000
3616,37,1.0,4.0,Director of HR,11.0,115000
3617,24,2.0,2.0,Web Developer,1.0,40000
3618,39,1.0,3.0,Senior HR Generalist,10.0,105000
3619,31,1.0,1.0,Junior HR Generalist,2.0,35000
3620,44,2.0,4.0,Director of HR,13.0,135000
3621,28,1.0,2.0,Web Developer,4.0,65000
3622,32,2.0,3.0,Senior Human Resources Manager,6.0,80000
3623,45,1.0,4.0,Director of HR,14.0,140000
3624,26,2.0,2.0,Junior Web Developer,2.0,45000
3625,38,1.0,3.0,Senior HR Generalist,8.0,95000
3626,27,2.0,1.0,Junior HR Generalist,1.0,32000
3627,33,1.0,2.0,Web Developer,5.0,70000
3628,42,2.0,3.0,Director of HR,12.0,120000
3629,29,1.0,3.0,Senior Human Resources Manager,4.0,70000
3630,36,2.0,3.0,Web Developer,7.0,85000
3631,30,1.0,1.0,Junior HR Coordinator,2.0,33000
3632,43,2.0,4.0,Senior Human Resources Manager,15.0,150000
3633,34,1.0,2.0,Junior Web Developer,3.0,50000
3634,25,2.0,3.0,Junior HR Generalist,1.0,32000
3635,37,1.0,4.0,Director of HR,11.0,115000
3636,28,1.0,2.0,Software Engineer,3.0,60000
3637,37,2.0,3.0,Marketing Manager,9.0,100000
3638,43,1.0,4.0,Data Scientist,15.0,150000
3639,31,2.0,2.0,Human Resources Coordinator,4.0,55000
3640,24,1.0,1.0,Junior Sales Associate,1.0,30000
3641,29,2.0,3.0,Software Developer,5.0,70000
3642,35,1.0,2.0,Operations Manager,8.0,90000
3643,26,2.0,3.0,Marketing Coordinator,2.0,40000
3644,42,1.0,4.0,Data Scientist,12.0,130000
3645,34,2.0,2.0,Human Resources Manager,6.0,75000
3646,27,1.0,1.0,Junior Sales Associate,2.0,35000
3647,38,2.0,3.0,Marketing Manager,10.0,110000
3648,30,1.0,2.0,Software Engineer,4.0,65000
3649,45,1.0,4.0,Data Scientist,18.0,180000
3650,25,2.0,2.0,Junior Software Developer,1.0,35000
3651,40,2.0,3.0,Human Resources Manager,11.0,120000
3652,33,1.0,2.0,Operations Manager,6.0,75000
3653,29,2.0,1.0,Junior Sales Associate,1.0,30000
3654,44,1.0,4.0,Data Scientist,16.0,160000
3655,26,1.0,2.0,Software Developer,3.0,60000
3656,36,2.0,3.0,Marketing Coordinator,8.0,85000
3657,31,1.0,2.0,Operations Manager,5.0,70000
3658,27,2.0,3.0,Human Resources Coordinator,3.0,50000
3659,42,1.0,4.0,Data Scientist,13.0,140000
3660,34,2.0,2.0,Human Resources Manager,6.0,75000
3661,28,1.0,1.0,Junior Sales Associate,2.0,35000
3662,39,2.0,3.0,Marketing Manager,10.0,110000
3663,31,1.0,2.0,Software Engineer,4.0,65000
3664,45,1.0,4.0,Data Scientist,18.0,180000
3665,25,2.0,2.0,Junior Software Developer,1.0,35000
3666,40,2.0,3.0,Human Resources Manager,11.0,120000
3667,33,1.0,2.0,Operations Manager,6.0,75000
3668,29,2.0,1.0,Junior Sales Associate,1.0,30000
3669,44,1.0,4.0,Data Scientist,16.0,160000
3670,26,1.0,2.0,Software Developer,3.0,60000
3671,36,2.0,3.0,Marketing Coordinator,8.0,85000
3672,31,1.0,2.0,Operations Manager,5.0,70000
3673,27,2.0,3.0,Human Resources Coordinator,3.0,50000
3674,42,1.0,4.0,Data Scientist,13.0,140000
3675,34,2.0,2.0,Human Resources Manager,6.0,75000
3676,28,1.0,1.0,Junior Sales Associate,2.0,35000
3677,39,2.0,3.0,Marketing Manager,10.0,110000
3678,31,1.0,2.0,Software Engineer,4.0,65000
3679,45,1.0,4.0,Data Scientist,18.0,180000
3680,25,2.0,2.0,Junior Software Developer,1.0,35000
3681,40,2.0,3.0,Human Resources Manager,11.0,120000
3682,33,1.0,2.0,Operations Manager,6.0,75000
3683,29,2.0,1.0,Junior Sales Associate,1.0,30000
3684,44,1.0,4.0,Data Scientist,16.0,160000
3685,26,1.0,2.0,Software Developer,3.0,60000
3686,36,2.0,3.0,Marketing Coordinator,8.0,85000
3687,31,1.0,2.0,Operations Manager,5.0,70000
3688,27,2.0,3.0,Human Resources Coordinator,3.0,50000
3689,42,1.0,4.0,Data Scientist,13.0,140000
3690,34,2.0,2.0,Human Resources Manager,6.0,75000
3691,28,1.0,1.0,Junior Sales Associate,2.0,35000
3692,39,2.0,3.0,Marketing Manager,10.0,110000
3693,31,1.0,2.0,Software Engineer,4.0,65000
3694,45,1.0,4.0,Data Scientist,18.0,180000
3695,25,2.0,2.0,Junior Software Developer,1.0,35000
3696,40,2.0,3.0,Human Resources Manager,11.0,120000
3697,33,1.0,2.0,Operations Manager,6.0,75000
3698,29,2.0,1.0,Junior Sales Associate,1.0,30000
3699,44,1.0,4.0,Data Scientist,16.0,160000
3700,26,1.0,2.0,Software Developer,3.0,60000
3701,36,2.0,3.0,Marketing Coordinator,8.0,85000
3702,31,1.0,2.0,Operations Manager,5.0,70000
3703,27,2.0,3.0,Human Resources Coordinator,3.0,50000
3704,42,1.0,4.0,Data Scientist,13.0,140000
3705,34,2.0,2.0,Human Resources Manager,6.0,75000
3706,28,1.0,1.0,Junior Sales Associate,2.0,35000
3707,39,2.0,3.0,Marketing Manager,10.0,110000
3708,31,1.0,2.0,Software Engineer,4.0,65000
3709,45,1.0,4.0,Data Scientist,18.0,180000
3710,25,2.0,2.0,Junior Software Developer,1.0,35000
3711,40,2.0,3.0,Human Resources Manager,11.0,120000
3712,33,1.0,2.0,Operations Manager,6.0,75000
3713,29,2.0,1.0,Junior Sales Associate,1.0,30000
3714,44,1.0,4.0,Data Scientist,16.0,160000
3715,26,1.0,2.0,Software Developer,3.0,60000
3716,36,2.0,3.0,Marketing Coordinator,8.0,85000
3717,31,1.0,2.0,Operations Manager,5.0,70000
3718,27,2.0,3.0,Human Resources Coordinator,3.0,50000
3719,42,1.0,4.0,Data Scientist,13.0,140000
3720,34,2.0,2.0,Human Resources Manager,6.0,75000
3721,28,1.0,1.0,Junior Sales Associate,2.0,35000
3722,39,2.0,3.0,Marketing Manager,10.0,110000
3723,31,1.0,2.0,Software Engineer,4.0,65000
3724,45,1.0,4.0,Data Scientist,18.0,180000
3725,25,2.0,2.0,Junior Software Developer,1.0,35000
3726,40,2.0,3.0,Human Resources Manager,11.0,120000
3727,33,1.0,2.0,Operations Manager,6.0,75000
3728,29,2.0,1.0,Junior Sales Associate,1.0,30000
3729,44,1.0,4.0,Data Scientist,16.0,160000
3730,26,1.0,2.0,Software Developer,3.0,60000
3731,36,2.0,3.0,Marketing Coordinator,8.0,85000
3732,31,1.0,2.0,Operations Manager,5.0,70000
3733,27,2.0,3.0,Human Resources Coordinator,3.0,50000
3734,42,1.0,4.0,Data Scientist,13.0,140000
3735,34,2.0,2.0,Human Resources Manager,6.0,75000
3736,28,1.0,1.0,Junior Sales Associate,2.0,35000
3737,39,2.0,3.0,Marketing Manager,10.0,110000
3738,31,1.0,2.0,Software Engineer,4.0,65000
3739,45,1.0,4.0,Data Scientist,18.0,180000
3740,25,2.0,2.0,Junior Software Developer,1.0,35000
3741,40,2.0,3.0,Human Resources Manager,11.0,120000
3742,33,1.0,2.0,Operations Manager,6.0,75000
3743,29,2.0,1.0,Junior Sales Associate,1.0,30000
3744,44,1.0,4.0,Data Scientist,16.0,160000
3745,26,1.0,2.0,Software Developer,3.0,60000
3746,36,2.0,3.0,Marketing Coordinator,8.0,85000
3747,31,1.0,2.0,Operations Manager,5.0,70000
3748,27,2.0,3.0,Human Resources Coordinator,3.0,50000
3749,42,1.0,4.0,Data Scientist,13.0,140000
3750,34,2.0,2.0,Human Resources Manager,6.0,75000
3751,28,1.0,1.0,Junior Sales Associate,2.0,35000
3752,39,2.0,3.0,Marketing Manager,10.0,110000
3753,31,1.0,2.0,Software Engineer,4.0,65000
3754,45,1.0,4.0,Data Scientist,18.0,180000
3755,25,2.0,2.0,Junior Software Developer,1.0,35000
3756,40,2.0,3.0,Human Resources Manager,11.0,120000
3757,33,1.0,2.0,Operations Manager,6.0,75000
3758,29,2.0,1.0,Junior Sales Associate,1.0,30000
3759,44,1.0,4.0,Data Scientist,16.0,160000
3760,26,1.0,2.0,Software Developer,3.0,60000
3761,27,1.0,2.0,Software Engineer,3.0,60000
3762,38,2.0,3.0,Marketing Manager,9.0,100000
3763,44,1.0,4.0,Data Scientist,15.0,150000
3764,30,2.0,2.0,Human Resources Coordinator,4.0,55000
3765,23,1.0,1.0,Junior Sales Associate,1.0,30000
3766,28,2.0,3.0,Software Developer,5.0,70000
3767,34,1.0,2.0,Operations Manager,8.0,90000
3768,25,2.0,3.0,Marketing Coordinator,2.0,40000
3769,41,1.0,4.0,Data Scientist,12.0,130000
3770,33,2.0,2.0,Human Resources Manager,6.0,75000
3771,26,1.0,1.0,Junior Sales Associate,2.0,35000
3772,37,2.0,3.0,Marketing Manager,10.0,110000
3773,29,1.0,2.0,Software Engineer,4.0,65000
3774,46,1.0,4.0,Data Scientist,18.0,180000
3775,26,2.0,2.0,Junior Software Developer,1.0,35000
3776,39,2.0,3.0,Human Resources Manager,11.0,120000
3777,32,1.0,2.0,Operations Manager,6.0,75000
3778,28,2.0,1.0,Junior Sales Associate,1.0,30000
3779,43,1.0,4.0,Data Scientist,16.0,160000
3780,27,1.0,2.0,Software Developer,3.0,60000
3781,35,2.0,3.0,Marketing Coordinator,8.0,85000
3782,30,1.0,2.0,Operations Manager,5.0,70000
3783,26,2.0,3.0,Human Resources Coordinator,3.0,50000
3784,41,1.0,4.0,Data Scientist,13.0,140000
3785,33,2.0,2.0,Human Resources Manager,6.0,75000
3786,27,1.0,1.0,Junior Sales Associate,2.0,35000
3787,38,2.0,3.0,Marketing Manager,10.0,110000
3788,29,1.0,2.0,Software Engineer,4.0,65000
3789,46,1.0,4.0,Data Scientist,18.0,180000
3790,26,2.0,2.0,Junior Software Developer,1.0,35000
3791,39,2.0,3.0,Human Resources Manager,11.0,120000
3792,32,1.0,2.0,Operations Manager,6.0,75000
3793,28,2.0,1.0,Junior Sales Associate,1.0,30000
3794,43,1.0,4.0,Data Scientist,16.0,160000
3795,27,1.0,2.0,Software Developer,3.0,60000
3796,35,2.0,3.0,Marketing Coordinator,8.0,85000
3797,30,1.0,2.0,Operations Manager,5.0,70000
3798,26,2.0,3.0,Human Resources Coordinator,3.0,50000
3799,41,1.0,4.0,Data Scientist,13.0,140000
3800,33,2.0,2.0,Human Resources Manager,6.0,75000
3801,27,1.0,1.0,Junior Sales Associate,2.0,35000
3802,38,2.0,3.0,Marketing Manager,10.0,110000
3803,29,1.0,2.0,Software Engineer,4.0,65000
3804,46,1.0,4.0,Data Scientist,18.0,180000
3805,26,2.0,2.0,Junior Software Developer,1.0,35000
3806,39,2.0,3.0,Human Resources Manager,11.0,120000
3807,32,1.0,2.0,Operations Manager,6.0,75000
3808,28,2.0,1.0,Junior Sales Associate,1.0,30000
3809,43,1.0,4.0,Data Scientist,16.0,160000
3810,27,1.0,2.0,Software Developer,3.0,60000
3811,35,2.0,3.0,Marketing Coordinator,8.0,85000
3812,30,1.0,2.0,Operations Manager,5.0,70000
3813,26,2.0,3.0,Human Resources Coordinator,3.0,50000
3814,41,1.0,4.0,Data Scientist,13.0,140000
3815,33,2.0,2.0,Human Resources Manager,6.0,75000
3816,27,1.0,1.0,Junior Sales Associate,2.0,35000
3817,38,2.0,3.0,Marketing Manager,10.0,110000
3818,29,1.0,2.0,Software Engineer,4.0,65000
3819,46,1.0,4.0,Data Scientist,18.0,180000
3820,26,2.0,2.0,Junior Software Developer,1.0,35000
3821,39,2.0,3.0,Human Resources Manager,11.0,120000
3822,32,1.0,2.0,Operations Manager,6.0,75000
3823,28,2.0,1.0,Junior Sales Associate,1.0,30000
3824,43,1.0,4.0,Data Scientist,16.0,160000
3825,27,1.0,2.0,Software Developer,3.0,60000
3826,35,2.0,3.0,Marketing Coordinator,8.0,85000
3827,30,1.0,2.0,Operations Manager,5.0,70000
3828,26,2.0,3.0,Human Resources Coordinator,3.0,50000
3829,41,1.0,4.0,Data Scientist,13.0,140000
3830,33,2.0,2.0,Human Resources Manager,6.0,75000
3831,27,1.0,1.0,Junior Sales Associate,2.0,35000
3832,38,2.0,3.0,Marketing Manager,10.0,110000
3833,29,1.0,2.0,Software Engineer,4.0,65000
3834,46,1.0,4.0,Data Scientist,18.0,180000
3835,26,2.0,2.0,Junior Software Developer,1.0,35000
3836,39,2.0,3.0,Human Resources Manager,11.0,120000
3837,32,1.0,2.0,Operations Manager,6.0,75000
3838,28,2.0,1.0,Junior Sales Associate,1.0,30000
3839,43,1.0,4.0,Data Scientist,16.0,160000
3840,27,1.0,2.0,Software Developer,3.0,60000
3841,35,2.0,3.0,Marketing Coordinator,8.0,85000
3842,30,1.0,2.0,Operations Manager,5.0,70000
3843,26,2.0,3.0,Human Resources Coordinator,3.0,50000
3844,41,1.0,4.0,Data Scientist,13.0,140000
3845,33,2.0,2.0,Human Resources Manager,6.0,75000
3846,27,1.0,1.0,Junior Sales Associate,2.0,35000
3847,38,2.0,3.0,Marketing Manager,10.0,110000
3848,29,1.0,2.0,Software Engineer,4.0,65000
3849,46,1.0,4.0,Data Scientist,18.0,180000
3850,26,2.0,2.0,Junior Software Developer,1.0,35000
3851,39,2.0,3.0,Human Resources Manager,11.0,120000
3852,32,1.0,2.0,Operations Manager,6.0,75000
3853,28,2.0,1.0,Junior Sales Associate,1.0,30000
3854,43,1.0,4.0,Data Scientist,16.0,160000
3855,27,1.0,2.0,Software Developer,3.0,60000
3856,35,2.0,3.0,Marketing Coordinator,8.0,85000
3857,30,1.0,2.0,Operations Manager,5.0,70000
3858,26,2.0,3.0,Human Resources Coordinator,3.0,50000
3859,41,1.0,4.0,Data Scientist,13.0,140000
3860,33,2.0,2.0,Human Resources Manager,6.0,75000
3861,27,1.0,1.0,Junior Sales Associate,2.0,35000
3862,38,2.0,3.0,Marketing Manager,10.0,110000
3863,29,1.0,2.0,Software Engineer,4.0,65000
3864,46,1.0,4.0,Data Scientist,18.0,180000
3865,26,2.0,2.0,Junior Software Developer,1.0,35000
3866,39,2.0,3.0,Human Resources Manager,11.0,120000
3867,32,1.0,2.0,Operations Manager,6.0,75000
3868,28,2.0,1.0,Junior Sales Associate,1.0,30000
3869,43,1.0,4.0,Data Scientist,16.0,160000
3870,27,1.0,2.0,Software Developer,3.0,60000
3871,35,2.0,3.0,Marketing Coordinator,8.0,85000
3872,30,1.0,2.0,Operations Manager,5.0,70000
3873,26,2.0,3.0,Human Resources Coordinator,3.0,50000
3874,41,1.0,4.0,Data Scientist,13.0,140000
3875,33,2.0,2.0,Human Resources Manager,6.0,75000
3876,27,1.0,1.0,Junior Sales Associate,2.0,35000
3877,38,2.0,3.0,Marketing Manager,10.0,110000
3878,29,1.0,2.0,Software Engineer,4.0,65000
3879,46,1.0,4.0,Data Scientist,18.0,180000
3880,26,2.0,2.0,Junior Software Developer,1.0,35000
3881,39,2.0,3.0,Human Resources Manager,11.0,120000
3882,32,1.0,2.0,Operations Manager,6.0,75000
3883,28,2.0,1.0,Junior Sales Associate,1.0,30000
3884,43,1.0,4.0,Data Scientist,16.0,160000
3885,27,1.0,2.0,Software Developer,3.0,60000
3886,24,1.0,2.0,Software Engineer,2.0,55000
3887,32,2.0,3.0,Marketing Manager,7.0,90000
3888,45,1.0,4.0,Data Scientist,16.0,160000
3889,28,2.0,2.0,Human Resources Coordinator,4.0,60000
3890,22,1.0,1.0,Junior Sales Associate,1.0,25000
3891,29,2.0,3.0,Software Developer,5.0,70000
3892,36,1.0,2.0,Operations Manager,8.0,100000
3893,27,2.0,2.0,Marketing Coordinator,3.0,45000
3894,42,1.0,4.0,Data Scientist,14.0,140000
3895,34,2.0,2.0,Human Resources Manager,6.0,75000
3896,25,1.0,1.0,Junior Sales Associate,2.0,30000
3897,39,2.0,3.0,Marketing Manager,11.0,120000
3898,30,1.0,2.0,Software Engineer,4.0,65000
3899,47,1.0,4.0,Data Scientist,19.0,190000
3900,25,2.0,2.0,Junior Software Developer,1.0,35000
3901,40,2.0,3.0,Human Resources Manager,12.0,130000
3902,33,1.0,2.0,Operations Manager,7.0,85000
3903,29,2.0,1.0,Junior Sales Associate,1.0,25000
3904,44,1.0,4.0,Data Scientist,15.0,150000
3905,28,1.0,2.0,Software Developer,3.0,60000
3906,36,2.0,3.0,Marketing Coordinator,9.0,100000
3907,31,1.0,2.0,Operations Manager,6.0,75000
3908,27,2.0,3.0,Human Resources Coordinator,3.0,50000
3909,42,1.0,4.0,Data Scientist,14.0,140000
3910,34,2.0,2.0,Human Resources Manager,6.0,75000
3911,26,1.0,1.0,Junior Sales Associate,2.0,30000
3912,39,2.0,3.0,Marketing Manager,11.0,120000
